row_id,ticket_id,category,datetime,latitude,longitude
row-thhm.zcfn_25z4,1618954,Assault/Battery/Intimidation,2026-01-01T07:02:00.000,40.1297527722132,-88.29880779
row-k9ie~j2aw-j37d,1618862,Assault/Battery/Intimidation,2026-01-01T07:15:00.000,40.1342932140613,-88.236239449053
row-rv28_hmge.rtfm,1618918,Accident,2026-01-01T09:05:00.000,40.0835084924702,-88.2188132480328
row-ge65-myfk-9qd7,1618883,Destruction/Damage/Vandalism of Property,2026-01-01T09:33:00.000,40.1084072002411,-88.2763061710335
row-33ft.psuz_4cnt,1657389,Investigation,2026-01-01T09:45:00.000,40.1092111446286,-88.1865584650338
row-yvza_5hyg-7bsi,1618941,Missing Person,2026-01-01T10:00:00.000,40.1238231308126,-88.2266458413039
row-mb3f-dshy.xxxw,1621809,"Family Offenses, Nonviolent",2026-01-01T10:25:00.000,40.1233250290028,-88.2184683959541
row-3v5q.qdwp_ucs3,1618886,Burglary/Breaking & Entering,2026-01-01T10:30:00.000,40.1377625329096,-88.2603389774268
row-xzzp~n9bb_yuec,1618970,Theft,2026-01-01T11:05:00.000,40.1418498347986,-88.2547368185722
row-8dc2_d8aj.85th,1657393,Fraud,2026-01-01T12:00:00.000,40.0703677125348,-88.3172806749732
row-rsd6~3m8u.qawm,1618906,"Family Offenses, Nonviolent",2026-01-01T13:13:00.000,40.1057420721378,-88.2053641068475
row-8fj2~ise4-wa4q,1618902,Driving under the Influence,2026-01-01T13:49:00.000,40.1336562622659,-88.2386740832421
row-car7.asnr_5hxv,1618909,Accident,2026-01-01T14:04:00.000,40.0110495023961,-88.1614112711042
row-nbqk~hewc_48gh,1619082,Assault/Battery/Intimidation,2026-01-01T14:11:00.000,40.1420427112054,-88.2507219523562
row-f84k.qazk-nex2,1621701,Accident,2026-01-01T14:34:00.000,40.127239486992,-88.2627107314151
row-y3em~aqwp-tfda,1619023,Accident,2026-01-01T14:35:00.000,40.1163044878794,-88.2426677381922
row-n6bq-sphh~cybh,1618933,"Family Offenses, Nonviolent",2026-01-01T14:49:00.000,40.3216340125185,-88.140942865086
row-mtgn~jaza.556h,1618922,Assault/Battery/Intimidation,2026-01-01T15:41:00.000,40.122975427945,-88.1982605104844
row-ww8r.pg2n.pq8i,1625812,Destruction/Damage/Vandalism of Property,2026-01-01T15:57:00.000,40.1176910281428,-88.2406172062254
row-4n8y.5hxi-crcu,1679480,Theft,2026-01-01T16:00:00.000,40.1148414230537,-88.2330870966504
row-2jfm-bs6q-9t3g,1619006,Theft,2026-01-01T16:06:00.000,40.0860259091221,-88.1873645270457
row-byvw~izfh-nyfi,1618919,"Family Offenses, Nonviolent",2026-01-01T16:40:00.000,40.1247988137243,-88.2013890581471
row-yuhy-cujq_gprr,1625619,Accident,2026-01-01T17:14:00.000,40.0690274967884,-88.2515372398744
row-a9sk.fwrz~zhbh,1618927,Accident,2026-01-01T17:27:00.000,40.0963018825212,-88.2358381273603
row-8pug.c46p_cxv2,1619333,Theft,2026-01-01T17:38:00.000,40.1047816907169,-88.0479772313606
row-8ye9~gtdh-bh4r,1619530,Fraud,2026-01-01T17:45:00.000,40.0963018825212,-88.2358381273603
row-abed-9835~8eru,1618938,Accident,2026-01-01T18:36:00.000,40.3266866118535,-88.1556878761861
row-k9sb-wtyq~k4zd,1618952,Investigation,2026-01-01T18:50:00.000,40.1169003849136,-88.0261574867709
row-8hnd-j6ja_vbtd,1618965,Assault/Battery/Intimidation,2026-01-01T21:26:00.000,40.0999715473558,-88.1890661220769
row-2xc6_2py7_7i54,1618944,Assault/Battery/Intimidation,2026-01-01T21:33:00.000,40.1428408988289,-88.2387236832082
row-ycun_wvfc~t49j,1618947,Drugs/Narcotics,2026-01-01T23:31:00.000,40.135438481927,-88.1947652503218
row-r9xf~c9y8_aipb,1632192,"Family Offenses, Nonviolent",2026-01-02T00:00:00.000,40.3223176970958,-88.1390920510725
row-3zjb-fbk8-9nwv,1621561,Fraud,2026-01-02T00:00:00.000,40.1055724274649,-88.2773112090538
row-d52d.3vmu-h88k,1621885,Fraud,2026-01-02T00:00:00.000,40.1041685468809,-88.1759764775146
row-5k5r.7aaf~kfcz,1621704,Accident,2026-01-02T00:05:00.000,40.117053863863,-88.2425202190804
row-q4a6_g7xw~3d57,1618956,Assault/Battery/Intimidation,2026-01-02T00:12:00.000,40.136297472127,-88.2768951433297
row-pcww.sy6v-bpc6,1675586,Accident,2026-01-02T01:57:00.000,40.1325854850273,-88.2436442364449
row-7hwj-fsq5~3pev,1618996,Destruction/Damage/Vandalism of Property,2026-01-02T02:10:00.000,40.1309365304591,-88.2725633653234
row-wfja.ce6c.epbu,1619116,Assault/Battery/Intimidation,2026-01-02T04:00:00.000,40.1265854028656,-88.2632986385054
row-hqki_k8fs-zeyn,1619001,Lost & Found,2026-01-02T07:30:00.000,40.1096889489652,-88.2199753783028
row-ppjr.rrm4-xzwq,1619007,"Family Offenses, Nonviolent",2026-01-02T07:37:00.000,40.1247988137243,-88.2013890581471
row-uihj.abre~kpep,1620419,Warrants,2026-01-02T07:55:00.000,40.098684700058,-88.2477445909327
row-zfep~wwuv-7aay,1619038,Lost & Found,2026-01-02T09:10:00.000,40.1157264449353,-88.2440038526799
row-q68c.qfqx.mmp5,1619055,Theft,2026-01-02T11:00:00.000,40.2861946389013,-88.162371620208
row-icux~4xar_ri8v,1619052,Trespassing,2026-01-02T11:40:00.000,40.1104144212504,-88.206881355628
row-qn95_pe9m.tguf,1619476,Accident,2026-01-02T12:00:00.000,40.1048191921432,-88.1863336915871
row-xrfz_j88t.3a56,1622077,Counterfeiting/Forgery,2026-01-02T12:00:00.000,40.0896218685674,-88.3174252265011
row-dxzp~647y~sv8i,1620377,Accident,2026-01-02T12:09:00.000,40.1116514889279,-88.2467852374205
row-737h-3t3x_8ah5,1619885,Assault/Battery/Intimidation,2026-01-02T12:09:00.000,40.1278777467777,-88.1889450133756
row-mrwe-euuv_yuzv,1619094,Assault/Battery/Intimidation,2026-01-02T12:15:00.000,40.1315787991666,-88.2706435556751
row-xvup~fsqn~9dz9,1634129,Destruction/Damage/Vandalism of Property,2026-01-02T13:33:00.000,40.1092111446286,-88.1865584650338
row-gyw3~rxjr~rdmp,1620265,Accident,2026-01-02T14:24:00.000,40.1163134889339,-88.2625847324349
row-ndbk-693s-7ghb,1619413,Motor Vehicle Theft,2026-01-02T15:00:00.000,40.3118025299537,-88.1302530021844
row-3y4m-enpg.avy9,1619135,Interference w/Public Officers,2026-01-02T16:06:00.000,40.1161115405736,-88.239857234755
row-sptw.dt7i_vvsg,1619924,Accident,2026-01-02T19:30:00.000,40.0984574938519,-88.2952592246002
row-qxwv~inxc_9i98,1619125,Assault/Battery/Intimidation,2026-01-02T19:31:00.000,40.1394315402543,-88.2531717624144
row-ecdf_ph54-wp6w,1619120,Lost & Found,2026-01-02T19:52:00.000,40.0728382139419,-88.2520359449058
row-zch8.2max~i6gy,1619114,Theft,2026-01-02T19:55:00.000,40.1471830646915,-88.2546921207139
row-7w3y-dxeh-anpk,1619143,Assault/Battery/Intimidation,2026-01-02T20:09:00.000,40.1147606591714,-88.2864341985438
row-q7a8~evh8~j75m,1619130,Pornography/Obscene Material,2026-01-02T21:24:00.000,40.2038432323681,-88.3615616473149
row-pxua_vq94.q2zs,1619127,Investigation,2026-01-02T22:07:00.000,40.2869533168381,-88.1613898476085
row-wiki-6jyw_nx83,1619161,Assault/Battery/Intimidation,2026-01-02T22:10:00.000,40.1253511644308,-88.2252328873339
row-ctz5_msx9~ynvr,1619139,Assault/Battery/Intimidation,2026-01-02T22:29:00.000,40.1157435840623,-88.219081918169
row-n54b.p9tk~mkq8,1621706,Accident,2026-01-02T23:55:00.000,40.1211284870649,-88.2435362375072
row-ghic~s45d-p2gj,1619465,Assault/Battery/Intimidation,2026-01-03T00:00:00.000,40.2855651465556,-88.1631418612834
row-9njf~7xe8.7mcj,1625630,Lost & Found,2026-01-03T00:00:00.000,40.1374284207333,-88.2667458167133
row-5s8q-bk7k-z7hb,1627320,Lost & Found,2026-01-03T00:06:00.000,40.1102384885759,-88.2353867408422
row-53pr~djmv~cmmy,1619137,Assault/Battery/Intimidation,2026-01-03T00:30:00.000,40.1162067878728,-88.2424015337734
row-ddeu.w998.fa37,1620437,Warrants,2026-01-03T00:50:00.000,40.1158368915466,-88.2772840896946
row-swsa.vadb.wwxd,1619145,Destruction/Damage/Vandalism of Property,2026-01-03T01:47:00.000,40.0920077025246,-88.1909018824249
row-4th8-a5uh.buk9,1619151,Assault/Battery/Intimidation,2026-01-03T03:11:00.000,40.1262941707015,-88.264976963183
row-svc6~4pkr-7a6a,1629432,Assault/Battery/Intimidation,2026-01-03T03:17:00.000,40.1088666546591,-88.2341746886559
row-4k2c_jw8u-rkma,1619210,Assault/Battery/Intimidation,2026-01-03T07:04:00.000,40.3065785056929,-88.1753259800999
row-gke9-ckwd.z4qd,1626698,Fraud,2026-01-03T08:00:00.000,40.1170223731467,-88.2151077433298
row-badv~yvna_awe2,1622413,Theft,2026-01-03T08:00:00.000,40.1183033432285,-88.0240108229478
row-p824_inwj.jb95,1619215,Investigation,2026-01-03T08:03:00.000,40.1161162505099,-88.2331446216076
row-6ugf~q6qt-e3aj,1619208,"Family Offenses, Nonviolent",2026-01-03T08:46:00.000,40.1247988137243,-88.2013890581471
row-m4ck_s6ik_7pzz,1619213,Assault/Battery/Intimidation,2026-01-03T10:57:00.000,40.1158897610313,-88.2411280281028
row-3trc~25m4.ttiq,1619263,Assault/Battery/Intimidation,2026-01-03T11:27:00.000,40.1251353634156,-88.1963512812859
row-6bh9.dcsn~vztc,1619362,Investigation,2026-01-03T11:30:00.000,40.3219474109494,-88.1522327380362
row-a5ia~cgj9~suf5,1620602,Investigation,2026-01-03T12:00:00.000,40.1401078169882,-88.2685952691657
row-7wjq.a6ug-zrmi,1619331,Warrants,2026-01-03T12:36:00.000,40.0942782162954,-88.1922623907879
row-g7vg-8nz5-gyp9,1619356,"Family Offenses, Nonviolent",2026-01-03T13:00:00.000,40.1395718418623,-88.1898701027539
row-jdfa~3ijq.skfa,1619534,Theft,2026-01-03T13:22:00.000,40.1331867879559,-88.2564347260106
row-dj6k-3edj-9ygh,1624263,Accident,2026-01-03T13:34:00.000,40.0858229123062,-88.2719331225998
row-k4em_6yiz-6uui,1619346,Theft,2026-01-03T14:00:00.000,40.1177683317086,-88.2197477064825
row-igp9.k5et-hpyi,1619415,Destruction/Damage/Vandalism of Property,2026-01-03T14:39:00.000,40.1087541249417,-88.2760874688109
row-27qs~wu59-378m,1625580,Accident,2026-01-03T15:20:00.000,40.0680423370628,-88.2422655722824
row-ui4h-x2ca-x2m8,1619564,Accident,2026-01-03T15:29:00.000,40.1471830646915,-88.2546921207139
row-iijy-bz5i.txfb,1619380,Investigation,2026-01-03T15:30:00.000,40.313843095506,-88.0201456434782
row-wkvg-vy98_9dry,1619567,Accident,2026-01-03T15:31:00.000,40.1272394857248,-88.2388202383207
row-wukz_8fre_yimy,1619351,Assault/Battery/Intimidation,2026-01-03T15:44:00.000,40.1143121959469,-88.2789643279016
row-un2b_nftq-bfzc,1619368,"Family Offenses, Nonviolent",2026-01-03T16:15:00.000,40.1185770960609,-88.2311373805853
row-eew5_ukpb.ybik,1621644,Accident,2026-01-03T16:21:00.000,40.1182664861655,-88.2169322454557
row-vchn~j3cw-z3u8,1619344,Theft,2026-01-03T16:28:00.000,40.0984947820396,-88.2450244532638
row-9jpn_wa7e-4xpu,1619342,Disorderly Conduct,2026-01-03T17:25:00.000,40.11055624624,-88.2344412235133
row-zuke~emrn_6ryc,1619546,Accident,2026-01-03T17:36:00.000,40.116641019924,-88.2392496281016
row-5dyt.p74d-n3u5,1619370,Lost & Found,2026-01-03T18:00:00.000,40.1122094873733,-88.2193262453079
row-aatw.5n4c-y6yx,1619374,Theft,2026-01-03T18:18:00.000,40.1138058546213,-88.2430838637994
row-bu5x-jy7w_89sn,1619347,Interference w/Public Officers,2026-01-03T18:40:00.000,40.1140687640966,-88.2030125169598
row-8snv-4y8f.dawy,1619349,Theft,2026-01-03T18:46:00.000,40.110699476723,-88.2430378427488
row-daq3~g6g4.taj6,1619391,Interference w/Public Officers,2026-01-03T19:06:00.000,40.1211734873198,-88.2484952360698
row-6gb6.tvsc~7x5v,1619382,Warrants,2026-01-03T19:06:00.000,40.1211734873198,-88.2484952360698
row-g88s-h932-gzaa,1619360,Assault/Battery/Intimidation,2026-01-03T20:25:00.000,40.1176619645421,-88.2275685353512
row-4bv8.pqhd_cha9,1619364,Assault/Battery/Intimidation,2026-01-03T21:20:00.000,40.1426114842035,-88.2618062302917
row-ahzt~quar~i3pf,1619378,Assault/Battery/Intimidation,2026-01-03T21:39:00.000,40.1284426245211,-88.2667424059434
row-fjw5_xc8n_px5h,1619384,Assault/Battery/Intimidation,2026-01-03T22:28:00.000,40.130350930951,-88.2622509911807
row-7wi7_63cv~gm8s,1627234,Theft,2026-01-03T23:00:00.000,40.1127347042353,-88.2116503376645
row-igwx_32jg~paig,1619400,Assault/Battery/Intimidation,2026-01-03T23:15:00.000,40.1177714875853,-88.2420557382372
row-4b4a~w9qc~p5qp,1619444,Assault/Battery/Intimidation,2026-01-04T00:00:00.000,40.1410309688221,-88.1895629061107
row-may9_qbni.6vti,1619505,Destruction/Damage/Vandalism of Property,2026-01-04T00:03:00.000,40.1467481617164,-88.2526521254032
row-kzjn-zd53_uhbe,1619395,Disorderly Conduct,2026-01-04T00:55:00.000,40.1100914948198,-88.2322615729079
row-9p9i-n2gc_pcbu,1619393,Assault/Battery/Intimidation,2026-01-04T01:04:00.000,40.1294250910201,-88.2214161861655
row-wj4w_qnfg.pp5n,1619397,Driving under the Influence,2026-01-04T01:04:00.000,40.1127854872707,-88.2193307452549
row-4h3v-czag-r3sh,1619453,Assault/Battery/Intimidation,2026-01-04T02:00:00.000,40.3051534238012,-88.021693456311
row-4qec-qiem-h9vi,1630313,Fraud,2026-01-04T05:15:00.000,40.1121269828886,-88.2095757302562
row-xd39.c4w9_svaj,1619421,Destruction/Damage/Vandalism of Property,2026-01-04T06:17:00.000,40.1330292397859,-88.2619526190769
row-3qwq-yuc3.gdpy,1644888,Counterfeiting/Forgery,2026-01-04T08:00:00.000,40.1029312471988,-88.3116604758039
row-5c63.amew~vahh,1619460,Theft,2026-01-04T11:06:00.000,40.144639656839,-88.2527173380162
row-ci25_37cm-evq2,1620050,Theft,2026-01-04T11:06:00.000,40.144639656839,-88.2527173380162
row-gdtq_uaex-ujgr,1619430,Lost & Found,2026-01-04T11:20:00.000,40.3129730479339,-88.1399175412551
row-4kwg-ykhz-hj8i,1621506,Theft,2026-01-04T11:20:00.000,40.11523193856,-88.2185644574982
row-2z7v-xb2e~eg5m,1621715,Accident,2026-01-04T11:33:00.000,40.1380304848166,-88.2579722318128
row-dvvu-8kfa.wse8,1620015,Accident,2026-01-04T12:08:00.000,40.1174785502615,-88.2040519595379
row-jakw_ibqw~5sxw,1619545,Theft,2026-01-04T12:10:00.000,40.1106637432549,-88.2065092527901
row-5dfd~pgxa.ce23,1619859,Theft,2026-01-04T12:45:00.000,40.1311897625248,-88.2458695707681
row-ex5p.wutv~vn4n,1619449,Assault/Battery/Intimidation,2026-01-04T12:56:00.000,40.126136284641,-88.1980970858067
row-2bxw~t8h2~rmmd,1619442,"Family Offenses, Nonviolent",2026-01-04T13:28:00.000,40.1185770960609,-88.2311373805853
row-gstz-9cmz~s45h,1619906,Accident,2026-01-04T14:54:00.000,40.1162504881093,-88.2468212369965
row-tmf6_xc5n.za7e,1619458,Fraud,2026-01-04T15:00:00.000,40.1471830646915,-88.2546921207139
row-mxbe.vq6h-kuug,1619520,Probation/Parole/Bail/Pretrial violations,2026-01-04T15:20:00.000,40.1264393561602,-88.277560551909
row-iyvh.tjzy~ndga,1619440,Theft,2026-01-04T15:26:00.000,40.1331867879559,-88.2564347260106
row-6s75_artm-h3kb,1619433,Stolen Property,2026-01-04T15:28:00.000,40.1155870782965,-88.2361188957407
row-fq7s.4aht.kzb4,1619474,Theft,2026-01-04T15:57:00.000,40.0833822334536,-88.2958695314856
row-yb3b~bzqv-t9ny,1619471,Theft,2026-01-04T16:27:00.000,40.1117748445908,-88.1600848502467
row-zbxw-55x9_iqzh,1619846,Burglary/Breaking & Entering,2026-01-04T17:45:00.000,40.129652550847,-88.2691540889039
row-puyj~rfe6_pbat,1619848,Accident,2026-01-04T18:05:00.000,40.1056754867091,-88.1847527558916
row-usr6-pfz2.gcrb,1619541,Fraud,2026-01-04T19:00:00.000,40.1038508452383,-88.1926344694159
row-4eau_76kc-9up9,1619461,Assault/Battery/Intimidation,2026-01-04T19:15:00.000,40.1136221300185,-88.2876302177834
row-36vf-548f-3qrz,1619511,Traffic Offenses,2026-01-04T19:47:00.000,40.127356487447,-88.2716792288126
row-tbzu.5bti-gve9,1619463,Interference w/Public Officers,2026-01-04T20:18:00.000,40.1279262108143,-88.199835062484
row-shuk_ept5_vd2u,1620300,Theft,2026-01-04T20:33:00.000,40.1471830646915,-88.2546921207139
row-sua2.xn9k-xvj4,1619479,Investigation,2026-01-04T21:15:00.000,40.2999179386387,-88.1565245629737
row-py9m_s39h-9f45,1619481,Theft,2026-01-04T21:26:00.000,40.1303344195784,-88.1985303704359
row-6pni.memk.asd3,1619488,Interference w/Public Officers,2026-01-04T23:18:00.000,40.115908464921,-88.192852073002
row-9ztc~gz59-3e3x,1619508,Driving under the Influence,2026-01-04T23:44:00.000,40.1182484865471,-88.2240737433926
row-k6rj~a2vk-fyif,1619492,Destruction/Damage/Vandalism of Property,2026-01-04T23:54:00.000,40.1176619645421,-88.2275685353512
row-esg4-pe3c~yj48,1620332,Motor Vehicle Theft,2026-01-05T00:00:00.000,40.1013573441073,-88.1965105685569
row-rerd_qapz_248a,1619501,Driving under the Influence,2026-01-05T00:19:00.000,40.1126954878749,-88.2304322420536
row-hqkg-9ua3~ukfz,1620551,Traffic Offenses,2026-01-05T01:29:00.000,40.3078410241976,-88.1561560844915
row-y6d3_xdf6.n4uj,1621131,Theft,2026-01-05T04:30:00.000,39.9442793616287,-88.4536680831281
row-234z.r4gx_n78d,1621485,Accident,2026-01-05T06:35:00.000,40.1322391334259,-88.2443794742313
row-vtv9~3f6k_4cge,1620534,Counterfeiting/Forgery,2026-01-05T07:00:00.000,40.1127989155908,-88.2457965942774
row-6vvz.4msy-a2at,1619528,"Family Offenses, Nonviolent",2026-01-05T07:30:00.000,40.1057420721378,-88.2053641068475
row-cmcg_8kym-ab37,1619532,Theft,2026-01-05T07:50:00.000,40.109856254891,-88.2393660676584
row-2z83_wrfe~jxyg,1619524,Trespassing,2026-01-05T08:08:00.000,40.1453565885609,-88.2507689360176
row-ibg9-2m48.2ajk,1619552,Assault/Battery/Intimidation,2026-01-05T09:00:00.000,40.308360326643,-88.1314635549738
row-dmhg-cbu7~r8f6,1619648,Assault/Battery/Intimidation,2026-01-05T11:00:00.000,40.1264879777063,-88.2614823593208
row-23yt_drnq~66kw,1619577,Destruction/Damage/Vandalism of Property,2026-01-05T11:41:00.000,40.1029132086513,-88.2464015310109
row-aemz_mqqs~5b7u,1625840,Counterfeiting/Forgery,2026-01-05T12:00:00.000,40.2422367361736,-88.3759242377351
row-ee3t_42cg-8txv,1623275,Investigation,2026-01-05T13:00:00.000,40.1162562254733,-88.2086597215816
row-qbe2-ayp9.ctjt,1621820,Accident,2026-01-05T13:06:00.000,40.1336763723424,-88.2467046161389
row-r6w2-u2rd_57jc,1624621,Theft,2026-01-05T13:37:00.000,40.109461680964,-88.2365818620214
row-9h37_fwdu~ivnf,1619996,Burglary/Breaking & Entering,2026-01-05T14:00:00.000,40.1056269319477,-88.3095312343809
row-vxdw.avkj~atbr,1619612,Trespassing,2026-01-05T14:10:00.000,40.1202504609248,-88.239561100342
row-ak3x-he5y~mx8v,1619881,Lost & Found,2026-01-05T14:36:00.000,40.129360225957,-88.2714171193112
row-axtf_s953_d9we,1621490,Accident,2026-01-05T15:11:00.000,40.0835444939492,-88.2468752399193
row-hcbc.8nxx_b5ze,1621428,Accident,2026-01-05T15:51:00.000,40.1032904879524,-88.2001967516398
row-k9zb.5j3e~u97v,1624281,Traffic Offenses,2026-01-05T15:57:00.000,40.3027844488907,-88.1338802528202
row-znse~8fdx.uebr,1620492,Lost & Found,2026-01-05T16:05:00.000,40.1104144212504,-88.206881355628
row-vuqn-rgmv_78eb,1619624,Trespassing,2026-01-05T16:13:00.000,40.1076463598741,-88.2251762055265
row-ggy7_4337-hhn7,1621786,Accident,2026-01-05T16:28:00.000,40.0980794913424,-88.2466457386806
row-n65e~esdh_nach,1620949,Theft,2026-01-05T16:30:00.000,40.1471830646915,-88.2546921207139
row-t4bf~9byg~dvjy,1627389,Lost & Found,2026-01-05T16:47:00.000,40.1104144212504,-88.206881355628
row-cbig.296d_42nt,1619819,Burglary/Breaking & Entering,2026-01-05T17:40:00.000,40.1357714371223,-88.239689071251
row-3ru2-uzjj~mwt8,1619767,Investigation,2026-01-05T18:02:00.000,40.1146847069486,-88.2877680000989
row-mqms.qdpk-kzqs,1619634,Assault/Battery/Intimidation,2026-01-05T18:13:00.000,40.1286690184835,-88.27271141416
row-kgdx~49jr.gyzz,1620563,Destruction/Damage/Vandalism of Property,2026-01-05T18:30:00.000,40.1331867879559,-88.2564347260106
row-ketx-mjcx-wj94,1620326,Theft,2026-01-05T19:10:00.000,40.1280901310446,-88.2229491695029
row-gi5p.5mta_q3p2,1620023,Investigation,2026-01-05T20:00:00.000,40.0770554298828,-88.2924668362226
row-it8b.rxt2_fmwp,1619834,Fraud,2026-01-05T20:05:00.000,40.1027614369758,-88.189169780305
row-tpza.4cpm-nbm6,1619702,Interference w/Public Officers,2026-01-05T20:59:00.000,40.3036394499047,-88.1557727464002
row-hyd2_e8c7~gjuv,1619824,Disorderly Conduct,2026-01-05T23:40:00.000,40.1166416312668,-88.21513467011
row-vw5b-65dd-tk3n,1619841,Assault/Battery/Intimidation,2026-01-05T23:46:00.000,40.1317441981102,-88.2488321521729
row-5t2f-8dzk-8wr9,1619855,"Family Offenses, Nonviolent",2026-01-06T00:14:00.000,40.1057420721378,-88.2053641068475
row-72mf-2f82.tpq2,1619892,Missing Person,2026-01-06T00:17:00.000,40.0984271477922,-88.2582945101162
row-q7qh-nkh3.eu2x,1619844,"Family Offenses, Nonviolent",2026-01-06T00:26:00.000,40.1289058692978,-88.2630300098446
row-sxp3~9tvm~tkxb,1620495,Theft,2026-01-06T01:00:00.000,40.3073304565976,-88.161506931942
row-9ucw~guxa_c5a4,1619828,Destruction/Damage/Vandalism of Property,2026-01-06T02:00:00.000,40.1114617944917,-88.2021178514366
row-8d35.ctg2.hhyy,1620385,Theft,2026-01-06T06:30:00.000,40.1120498040163,-88.2934462231543
row-t9nz-ibby.gqbs,1619852,"Family Offenses, Nonviolent",2026-01-06T06:50:00.000,40.1437575792961,-88.2494388754381
row-nb67~32fh-xyvb,1619890,Drugs/Narcotics,2026-01-06T08:18:00.000,40.117051116982,-88.1981229011724
row-rd3q_vcw6~m6qm,1619861,Theft,2026-01-06T08:19:00.000,40.1123246386427,-88.2760854079109
row-7avy-ca97_bzec,1619893,Assault/Battery/Intimidation,2026-01-06T08:50:00.000,40.095515736865,-88.1953816482268
row-p5qb_2mxu_ghqq,1621446,Theft,2026-01-06T09:30:00.000,40.1291240951955,-88.2239253430909
row-xstr_g6ru_zw3q,1619926,Assault/Battery/Intimidation,2026-01-06T09:46:00.000,40.0437338340362,-88.2602131073416
row-kmud.iecn-qnys,1620562,Theft,2026-01-06T10:34:00.000,40.1468802386239,-88.2447155751529
row-j2jx~6cm9.rxzm,1622009,Accident,2026-01-06T11:21:00.000,40.1272574855482,-88.2355487392648
row-skty_unux-bym2,1620007,"Family Offenses, Nonviolent",2026-01-06T11:35:00.000,40.0385082649525,-88.2689025309642
row-n8gs.xcp4-ziac,1619935,Assault/Battery/Intimidation,2026-01-06T11:40:00.000,40.1245844969339,-88.1963164069805
row-f47n.8ky3.fdhq,1620029,Drugs/Narcotics,2026-01-06T11:47:00.000,40.1170330253447,-88.2786355876829
row-zmdv~3739.pryi,1619939,Violation of Criminal Registry Laws,2026-01-06T11:58:00.000,40.116641019924,-88.2392496281016
row-2mfz~wnmf_tzpb,1621466,Fraud,2026-01-06T12:00:00.000,40.1522783127109,-88.2564070222536
row-asbe.cd2d.hkxx,1622658,Motor Vehicle Theft,2026-01-06T12:00:00.000,40.1071063704281,-88.2323284296022
row-4bc7~v47b.ns8y,1620019,Interference w/Public Officers,2026-01-06T12:17:00.000,40.1053359596098,-88.1747372785454
